,#YY,MM,DD,hh,mm,WDIR,WSP,D GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
1432,2020,1,10,22,40,243,1.0,2.5,1.69,10.81,7.24,270,1023.0,15.6,16.4,11.2,99,99
1438,2020,1,10,23,40,246,1.2,2.3,1.47,10.0,6.94,269,1023.1,15.7,999.0,10.5,99,99
1444,2020,1,11,0,40,246,1.1,2.1,1.56,10.81,7.34,268,1023.0,15.6,16.6,10.6,99,99
1450,2020,1,11,1,40,270,3.1,4.0,1.47,10.81,7.41,270,1023.2,15.0,16.3,10.6,99,99
1456,2020,1,11,2,40,287,3.9,5.0,1.5,10.81,7.56,271,1023.4,14.9,16.2,11.1,99,99
1462,2020,1,11,3,40,305,4.0,5.1,1.44,10.0,7.71,274,1023.5,14.8,16.1,11.2,99,99
1468,2020,1,11,4,40,301,3.7,4.6,1.51,10.0,7.93,276,1023.4,14.7,16.1,11.5,99,99
1474,2020,1,11,5,40,302,3.6,4.6,1.45,10.81,7.59,279,1023.9,14.7,16.1,11.3,99,99
1480,2020,1,11,6,40,306,3.6,4.8,1.46,10.81,7.63,272,1023.9,14.7,16.1,11.7,99,99
1486,2020,1,11,7,40,341,3.7,4.6,1.52,10.0,7.6,277,1023.6,14.9,16.1,11.8,99,99
1492,2020,1,11,8,40,343,3.1,3.9,1.46,11.43,7.41,276,1023.3,14.8,16.0,11.5,99,99
1498,2020,1,11,9,40,319,3.0,4.0,1.4,10.0,7.12,276,1023.2,14.5,16.0,11.6,99,99
1504,2020,1,11,10,40,339,2.1,3.5,1.37,10.0,7.04,271,1022.5,14.3,16.0,11.2,99,99
1510,2020,1,11,11,40,348,1.0,1.6,1.1,11.43,6.61,269,1022.3,14.5,16.0,10.8,99,99
1516,2020,1,11,12,40,309,0.9,1.7,1.12,10.81,7.08,267,1022.0,14.5,16.0,10.2,99,99
1522,2020,1,11,13,40,294,1.7,2.5,1.11,10.0,7.45,270,1022.1,14.4,16.0,10.0,99,99
1528,2020,1,11,14,40,277,2.2,3.2,1.03,10.81,7.33,263,1022.2,14.5,15.9,10.7,99,99
1534,2020,1,11,15,40,278,2.9,3.8,1.09,10.81,7.6,268,1022.4,14.5,15.9,11.1,99,99
1540,2020,1,11,16,40,244,2.5,3.4,1.12,10.0,7.74,271,1022.8,14.3,16.0,10.5,99,99
1546,2020,1,11,17,40,262,4.2,5.4,1.09,10.0,7.5,277,1023.4,14.4,16.0,10.7,99,99
1552,2020,1,11,18,40,265,5.0,6.5,1.07,11.43,7.13,281,1022.7,14.5,16.0,11.2,99,99
1558,2020,1,11,19,40,265,5.4,7.5,1.1,11.43,6.59,277,1021.4,14.3,16.0,11.1,99,99
1564,2020,1,11,20,40,272,6.6,8.4,1.11,10.81,5.91,271,1020.3,14.2,16.0,10.8,99,99
1570,2020,1,11,21,40,287,6.8,8.6,1.15,9.09,5.49,275,1019.6,14.2,16.0,10.9,99,99
1576,2020,1,11,22,40,290,7.7,9.5,1.37,10.81,5.17,267,1019.2,14.1,16.0,10.4,99,99
1582,2020,1,11,23,40,299,6.6,8.2,1.41,7.69,5.23,271,1018.7,14.2,16.0,10.3,99,99
1588,2020,1,12,0,40,297,7.3,9.0,1.65,7.69,5.58,269,1018.4,14.3,16.0,10.3,99,99
1594,2020,1,12,1,40,298,7.3,9.1,1.58,8.33,5.46,272,1018.1,14.3,16.0,10.2,99,99
1600,2020,1,12,2,40,286,7.2,9.1,1.72,7.69,5.66,278,1018.0,14.3,16.0,10.9,99,99
1606,2020,1,12,3,40,293,7.5,9.4,1.75,7.14,5.64,275,1018.2,14.4,16.0,11.4,99,99
1612,2020,1,12,4,40,300,7.5,9.0,1.93,7.14,5.97,276,1018.8,14.5,16.0,10.9,99,99
1618,2020,1,12,5,40,297,6.1,8.0,1.87,8.33,6.12,278,1018.9,14.4,16.0,11.2,99,99
1624,2020,1,12,6,40,303,5.6,7.6,1.78,8.33,6.31,278,1018.9,14.3,16.0,11.3,99,99
1630,2020,1,12,7,40,302,4.7,6.1,1.83,8.33,6.3,281,1018.6,14.2,16.0,11.1,99,99
1636,2020,1,12,8,40,277,3.4,5.3,1.91,8.33,6.65,281,1018.6,14.2,16.0,10.6,99,99
1642,2020,1,12,9,40,268,3.4,4.9,1.85,7.69,6.43,278,1018.5,14.2,16.0,9.8,99,99
1648,2020,1,12,10,40,242,2.0,3.6,1.81,7.69,6.43,277,1018.3,14.2,15.9,10.0,99,99
1654,2020,1,12,11,40,247,1.6,3.0,1.79,8.33,6.34,277,1018.1,14.3,15.9,9.6,99,99
1660,2020,1,12,12,40,293,1.9,3.4,1.68,9.09,6.33,265,1018.1,14.3,15.9,9.7,99,99
1666,2020,1,12,13,40,331,1.7,2.7,1.51,9.09,6.31,270,1018.4,14.2,15.9,9.6,99,99
1672,2020,1,12,14,40,320,3.5,4.9,1.5,8.33,6.82,271,1018.7,14.3,15.9,9.9,99,99
1678,2020,1,12,15,40,354,3.8,5.0,1.57,19.05,7.2,263,1019.2,14.3,15.9,9.4,99,99
1684,2020,1,12,16,40,9,3.2,4.7,1.79,17.39,8.0,280,1019.4,14.6,15.9,9.3,99,99
1690,2020,1,12,17,40,34,2.0,3.4,2.04,9.09,8.38,272,1019.2,14.8,15.9,9.4,99,99
1696,2020,1,12,18,40,337,3.8,4.8,1.88,17.39,8.49,264,1019.5,14.9,15.9,10.2,99,99
1702,2020,1,12,19,40,306,3.4,5.4,2.1,9.09,8.1,279,1018.6,14.7,15.9,10.0,99,99
1708,2020,1,12,20,40,305,4.0,5.5,2.15,9.09,8.05,277,1017.7,14.6,16.0,10.4,99,99
1714,2020,1,12,21,40,297,4.5,5.8,1.98,14.81,7.67,281,1017.4,14.5,16.1,10.3,99,99
1720,2020,1,12,22,40,284,4.2,5.7,1.94,16.0,7.57,282,1017.1,14.6,16.1,10.6,99,99
1726,2020,1,12,23,40,284,3.9,5.5,1.84,16.0,7.32,257,1017.2,14.5,16.1,10.8,99,99
1732,2020,1,13,0,40,275,3.8,5.5,1.79,16.0,7.36,281,1017.5,14.1,16.0,10.5,99,99
1738,2020,1,13,1,40,292,3.6,5.0,1.75,12.9,7.33,271,1018.0,14.1,16.0,10.5,99,99
1744,2020,1,13,2,40,283,4.4,6.0,2.03,16.0,8.24,263,1018.0,14.1,16.0,10.3,99,99
1750,2020,1,13,3,40,294,4.2,5.9,1.86,16.0,7.73,277,1018.2,14.0,16.0,10.2,99,99
1756,2020,1,13,4,40,277,4.6,6.0,1.89,13.79,7.92,275,1018.4,14.0,15.9,9.5,99,99
1762,2020,1,13,5,40,306,4.4,5.9,1.83,14.81,7.65,264,1019.0,13.9,15.9,9.3,99,99
1768,2020,1,13,6,40,285,4.9,6.4,1.93,14.81,7.41,280,1019.0,14.0,15.9,9.7,99,99
1774,2020,1,13,7,40,299,5.1,7.0,1.95,8.33,7.25,277,1018.9,14.1,15.9,10.1,99,99
1780,2020,1,13,8,40,292,4.9,6.3,2.02,14.81,7.31,277,1018.6,14.0,15.9,9.6,99,99
1786,2020,1,13,9,40,318,3.9,5.9,1.97,7.69,6.96,272,1018.8,13.9,15.9,9.3,99,99
1792,2020,1,13,10,40,302,6.1,7.8,2.1,10.0,7.03,276,1018.6,14.1,15.9,9.2,99,99
1798,2020,1,13,11,40,286,5.0,7.4,2.2,10.81,6.85,272,1018.4,13.9,15.9,9.3,99,99
1804,2020,1,13,12,40,289,3.9,5.9,2.16,7.69,6.87,270,1018.0,14.0,15.9,9.8,99,99
1810,2020,1,13,13,40,324,3.6,5.4,2.15,10.0,6.87,267,1018.4,13.9,15.9,9.5,99,99
1816,2020,1,13,14,40,303,3.9,5.5,2.09,10.0,6.96,267,1018.9,14.0,15.8,9.7,99,99
1822,2020,1,13,15,40,322,5.8,7.5,2.08,13.79,6.99,270,1019.2,14.3,15.8,9.9,99,99
1828,2020,1,13,16,40,319,4.5,6.0,2.04,13.79,7.41,267,1019.9,14.3,15.8,10.0,99,99
1834,2020,1,13,17,40,305,3.2,4.9,2.18,9.09,7.46,270,1020.5,14.3,15.8,10.2,99,99
1840,2020,1,13,18,40,292,4.4,6.3,1.98,13.79,7.38,276,1020.4,14.3,15.8,10.3,99,99
1846,2020,1,13,19,40,299,4.3,5.9,2.0,9.09,7.34,272,1019.5,14.2,15.8,10.1,99,99
1852,2020,1,13,20,40,292,4.5,6.0,1.91,9.09,7.33,269,1018.8,14.2,15.9,9.9,99,99
1858,2020,1,13,21,40,295,4.8,6.1,1.87,9.09,7.26,272,1018.7,14.1,15.9,9.3,99,99
1864,2020,1,13,22,40,300,3.8,5.1,1.91,8.33,6.9,279,1018.6,14.3,16.0,9.6,99,99
1870,2020,1,13,23,40,314,3.4,4.5,1.84,9.09,6.79,273,1018.7,14.5,16.0,10.2,99,99
1876,2020,1,14,0,40,304,3.4,4.6,1.82,9.09,6.83,271,1018.8,14.5,16.0,10.2,99,99
1882,2020,1,14,1,40,286,4.6,6.3,1.8,8.33,7.0,272,1018.9,14.3,15.9,10.0,99,99
1888,2020,1,14,2,40,288,5.2,6.5,1.76,16.0,6.98,264,1018.9,14.0,15.9,10.2,99,99
1894,2020,1,14,3,40,297,4.1,5.6,1.5,7.14,6.65,270,1018.9,13.9,15.8,9.8,99,99
1900,2020,1,14,4,40,301,3.3,4.3,1.6,16.0,6.86,269,1019.2,13.9,15.8,10.0,99,99
1906,2020,1,14,5,40,303,3.5,4.6,1.46,7.69,6.95,268,1019.5,13.9,15.8,10.6,99,99
1912,2020,1,14,6,40,310,3.7,4.8,1.44,12.12,6.99,272,1019.7,14.0,15.8,10.8,99,99
1918,2020,1,14,7,40,306,3.4,5.0,1.52,16.0,7.58,254,1019.5,13.8,15.7,10.4,99,99
1924,2020,1,14,8,40,304,3.6,4.6,1.5,7.14,7.09,272,1019.4,13.7,15.7,9.8,99,99
1930,2020,1,14,9,40,319,2.7,4.2,1.48,16.0,7.09,280,1019.3,13.7,15.7,9.6,99,99
1936,2020,1,14,10,40,294,2.6,3.7,1.46,16.0,6.58,263,1019.1,13.7,15.7,9.7,99,99
1942,2020,1,14,11,40,309,2.8,4.0,1.35,16.0,6.66,267,1019.0,13.7,15.7,9.5,99,99
1948,2020,1,14,12,40,308,2.8,3.8,1.36,14.81,6.21,245,1018.9,13.7,15.7,9.1,99,99
1954,2020,1,14,13,40,322,2.1,3.2,1.42,14.81,6.35,260,1019.2,13.7,15.7,9.1,99,99
1960,2020,1,14,14,40,277,0.7,1.8,1.51,14.81,6.79,261,1020.0,13.6,15.7,9.4,99,99
1966,2020,1,14,15,40,326,0.2,0.8,1.49,14.81,7.16,276,1020.4,13.7,15.7,9.2,99,99
1972,2020,1,14,16,40,262,0.8,1.7,1.38,14.81,7.27,262,1021.2,14.1,15.7,9.3,99,99
1978,2020,1,14,17,40,282,1.3,2.3,1.48,13.79,7.39,261,1021.9,14.0,15.7,9.4,99,99
1984,2020,1,14,18,40,332,3.2,4.2,1.41,14.81,7.61,271,1021.5,13.9,15.7,9.9,99,99
1990,2020,1,14,19,40,307,1.9,3.0,1.46,14.81,8.0,262,1020.5,14.1,15.7,9.8,99,99
1996,2020,1,14,20,40,281,2.6,3.7,1.49,7.69,7.53,275,1019.2,14.2,15.8,9.9,99,99
2002,2020,1,14,21,40,278,3.5,4.9,1.43,12.12,7.26,272,1018.8,14.2,15.8,10.1,99,99
2008,2020,1,14,22,40,294,3.5,4.5,1.37,14.81,7.02,261,1018.4,14.4,15.8,9.7,99,99
2014,2020,1,14,23,40,275,3.0,4.3,1.45,13.79,7.06,263,1018.3,14.4,15.9,10.1,99,99
2020,2020,1,15,0,40,281,3.4,4.9,1.5,13.79,6.76,265,1017.8,14.0,15.8,9.8,99,99
2026,2020,1,15,1,40,280,3.8,5.2,1.46,7.69,6.75,271,1018.2,13.9,15.8,9.6,99,99
2032,2020,1,15,2,40,283,4.4,5.9,1.5,13.79,6.74,262,1018.0,14.1,15.7,10.3,99,99
2038,2020,1,15,3,40,281,4.5,5.9,1.41,13.79,6.85,252,1018.3,14.2,15.7,9.6,99,99
2044,2020,1,15,4,40,323,4.0,5.1,1.35,13.79,6.75,251,1018.3,14.2,15.6,9.5,99,99
2050,2020,1,15,5,40,305,3.5,4.6,1.2,12.9,6.04,269,1018.9,13.9,15.6,10.0,99,99
2056,2020,1,15,6,40,316,5.4,7.4,1.19,13.79,6.08,267,1018.4,13.9,15.6,10.1,99,99
2062,2020,1,15,7,40,330,4.7,6.3,1.3,13.79,6.41,282,1018.1,13.8,15.4,10.0,99,99
2068,2020,1,15,8,40,324,3.2,4.4,1.33,13.79,6.27,257,1018.1,13.8,15.4,9.5,99,99
2074,2020,1,15,9,40,324,1.6,2.7,1.43,13.79,6.5,269,1018.1,13.6,15.4,9.3,99,99
2080,2020,1,15,10,40,305,1.5,3.2,1.38,7.69,6.7,273,1017.5,13.5,15.4,8.8,99,99
2086,2020,1,15,11,40,300,1.3,2.4,1.49,7.69,6.71,284,1016.9,13.3,15.5,9.0,99,99
2092,2020,1,15,12,40,319,1.7,3.0,1.49,12.9,6.65,270,1016.4,13.2,15.5,9.2,99,99
2098,2020,1,15,13,40,320,1.3,3.0,1.5,11.43,6.69,264,1016.2,13.2,15.5,9.4,99,99
2104,2020,1,15,14,40,310,0.8,2.2,1.48,14.81,6.76,263,1016.6,13.3,15.5,9.5,99,99
2110,2020,1,15,15,40,320,1.0,2.3,1.47,12.12,6.9,265,1016.9,13.4,15.5,9.6,99,99
2116,2020,1,15,16,40,290,1.9,2.8,1.42,12.9,7.15,263,1016.8,13.4,15.4,9.7,99,99
2122,2020,1,15,17,40,292,2.4,3.5,1.49,16.0,7.92,248,1017.0,13.4,15.4,9.8,99,99
2128,2020,1,15,18,40,273,1.6,2.9,1.41,16.0,7.76,254,1017.2,13.6,15.5,9.8,99,99
2134,2020,1,15,19,40,302,2.2,3.3,1.35,12.12,7.58,266,1016.2,13.5,15.4,9.8,99,99
2140,2020,1,15,20,40,290,2.2,3.2,1.48,12.9,8.55,272,1015.6,13.5,15.5,9.9,99,99
2146,2020,1,15,21,40,292,3.1,4.3,1.51,16.0,8.05,270,1014.9,13.6,15.3,10.3,99,99
2152,2020,1,15,22,40,305,3.4,4.6,1.42,12.9,7.61,277,1014.3,13.6,15.4,10.4,99,99
2158,2020,1,15,23,40,311,2.8,4.4,1.41,12.12,7.51,280,1014.7,13.9,15.2,10.6,99,99
2164,2020,1,16,0,40,310,3.3,4.4,1.45,12.9,7.62,273,1014.9,13.8,15.2,10.6,99,99
2170,2020,1,16,1,40,344,3.4,4.8,1.45,14.81,7.63,275,1014.9,13.7,15.2,10.9,99,99
2176,2020,1,16,2,40,281,0.9,2.0,1.4,16.0,7.69,240,1015.9,13.6,15.2,10.6,99,99
2182,2020,1,16,3,40,238,1.8,3.1,1.29,16.0,7.33,256,1016.2,13.8,15.4,10.6,99,99
2188,2020,1,16,4,40,260,2.8,4.0,1.42,12.9,8.4,268,1016.5,13.6,15.4,10.2,99,99
2194,2020,1,16,5,40,304,3.9,4.9,1.28,12.12,7.9,257,1015.9,13.7,15.4,10.5,99,99
2200,2020,1,16,6,40,268,1.8,3.4,1.21,13.79,8.35,260,1017.0,13.5,15.3,10.3,99,99
2206,2020,1,16,7,40,244,1.4,2.4,1.19,12.9,8.08,271,1016.7,13.3,15.2,9.8,99,99
2212,2020,1,16,8,40,236,1.9,3.3,1.3,12.12,8.9,267,1016.5,13.2,15.0,9.8,99,99
2218,2020,1,16,9,40,219,1.6,2.8,1.34,14.81,8.74,264,1016.5,13.0,15.0,9.5,99,99
2224,2020,1,16,10,40,231,1.7,3.3,1.43,16.0,9.06,268,1016.5,13.0,15.0,9.5,99,99
2230,2020,1,16,11,40,233,1.8,3.2,1.37,12.12,8.28,268,1016.5,12.9,15.0,9.0,99,99
2236,2020,1,16,12,40,313,2.2,4.0,1.3,13.79,8.14,272,1016.2,12.8,15.0,8.4,99,99
2242,2020,1,16,13,40,248,2.1,3.7,1.19,13.79,7.68,257,1016.3,12.7,15.1,8.2,99,99
2248,2020,1,16,14,40,274,0.6,1.9,1.41,12.9,8.59,274,1016.5,12.7,15.1,8.2,99,99
2254,2020,1,16,15,40,210,1.4,3.1,1.44,13.79,8.37,271,1017.0,12.7,15.1,8.0,99,99
2260,2020,1,16,16,40,225,2.8,4.3,1.3,14.81,8.45,249,1017.9,12.9,15.1,7.9,99,99
2266,2020,1,16,17,40,250,4.0,6.2,1.09,14.81,7.88,238,1018.3,13.1,15.1,7.7,99,99
2272,2020,1,16,18,40,267,4.0,5.3,1.2,12.12,8.6,271,1018.5,12.9,15.0,7.7,99,99
2278,2020,1,16,19,40,266,3.9,5.5,1.15,12.9,8.25,265,1018.1,12.9,15.1,7.5,99,99
2284,2020,1,16,20,40,264,4.4,5.9,1.26,12.9,8.23,272,1017.5,12.8,15.2,7.1,99,99
2290,2020,1,16,21,40,266,5.3,6.6,1.26,14.81,8.33,256,1017.7,12.9,15.2,7.2,99,99
2296,2020,1,16,22,40,272,5.7,8.2,1.22,12.9,7.21,270,1018.2,13.1,15.2,7.1,99,99
2302,2020,1,16,23,40,273,5.2,6.7,1.24,12.9,6.89,269,1018.5,13.2,15.2,7.3,99,99
2308,2020,1,17,0,40,268,4.0,5.1,1.11,14.81,6.32,232,1019.0,13.1,15.2,6.2,99,99
2314,2020,1,17,1,40,261,3.3,4.9,1.22,12.9,6.69,274,1019.5,13.2,15.1,6.1,99,99
2320,2020,1,17,2,40,206,2.4,3.8,1.17,13.79,6.96,249,1019.7,13.2,15.1,6.2,99,99
2326,2020,1,17,3,40,200,2.6,3.4,1.02,13.79,6.45,269,1019.8,13.4,15.1,6.7,99,99
2332,2020,1,17,4,40,162,3.0,4.4,0.92,13.79,6.43,257,1020.3,13.5,15.1,6.8,99,99
2338,2020,1,17,5,40,185,4.1,5.1,0.95,14.81,6.75,241,1020.6,13.7,15.1,7.7,99,99
2344,2020,1,17,6,40,186,4.4,5.7,0.95,14.81,7.18,224,1021.1,13.8,15.0,8.4,99,99
2350,2020,1,17,7,40,197,4.9,6.4,0.95,13.79,7.52,239,1021.1,14.0,14.9,8.7,99,99
2356,2020,1,17,8,40,217,4.1,5.5,0.9,14.81,7.11,250,1021.2,13.7,14.9,9.2,99,99
2362,2020,1,17,9,40,219,7.0,9.0,0.91,13.79,6.51,245,1020.8,13.7,14.9,10.4,99,99
2368,2020,1,17,10,40,220,6.1,7.2,1.07,12.9,6.63,276,1020.9,13.8,14.8,10.5,99,99
2374,2020,1,17,11,40,218,5.3,6.5,1.2,12.9,6.54,259,1020.9,13.5,14.9,11.1,99,99
2380,2020,1,17,12,40,226,5.4,6.8,1.31,12.9,6.63,264,1020.6,13.9,14.9,11.6,99,99
2386,2020,1,17,13,40,318,5.9,7.1,1.42,13.79,6.49,239,1020.9,13.6,14.9,10.7,99,99
2392,2020,1,17,14,40,319,5.5,6.9,1.24,13.79,5.98,263,1022.0,13.7,14.9,8.8,99,99
2398,2020,1,17,15,40,308,5.4,6.8,1.19,11.43,5.65,262,1023.0,13.6,14.9,7.6,99,99
2404,2020,1,17,16,40,312,6.3,7.9,1.31,12.9,6.08,254,1023.6,13.6,14.9,7.8,99,99
2410,2020,1,17,17,40,316,5.1,6.5,1.34,12.9,6.1,258,1024.3,13.7,14.9,7.7,99,99
2416,2020,1,17,18,40,322,5.0,6.9,1.33,13.79,6.15,263,1024.7,13.7,15.0,7.0,99,99
2422,2020,1,17,19,40,313,4.2,5.2,1.43,12.9,6.74,253,1024.3,13.8,15.0,6.6,99,99
2428,2020,1,17,20,40,314,4.3,5.5,1.39,12.12,6.48,267,1023.5,13.7,15.0,6.6,99,99
2434,2020,1,17,21,40,319,4.6,6.0,1.39,12.12,6.82,271,1022.9,13.7,15.0,6.5,99,99
2440,2020,1,17,22,40,317,4.4,5.6,1.48,13.79,6.95,242,1022.2,13.6,15.0,7.6,99,99
2446,2020,1,17,23,40,303,4.9,6.1,1.39,11.43,7.08,279,1022.5,13.6,15.0,7.5,99,99
2452,2020,1,18,0,40,309,5.3,6.7,1.5,11.43,7.14,280,1022.3,13.6,15.0,7.9,99,99
2458,2020,1,18,1,40,307,5.6,7.1,1.5,11.43,7.09,277,1022.7,13.4,14.9,7.7,99,99
2464,2020,1,18,2,40,302,4.9,6.0,1.59,11.43,7.17,266,1022.8,13.5,14.9,8.2,99,99
2470,2020,1,18,3,40,299,6.0,7.5,1.52,11.43,6.84,270,1022.8,13.5,14.8,8.3,99,99
2476,2020,1,18,4,40,311,4.8,6.0,1.44,11.43,6.41,269,1022.9,13.3,14.8,7.4,99,99
2482,2020,1,18,5,40,316,4.9,6.0,1.42,10.81,6.56,252,1022.9,13.4,14.7,8.5,99,99
2488,2020,1,18,6,40,337,3.9,5.2,1.5,11.43,7.0,250,1023.0,13.7,14.7,8.9,99,99
2494,2020,1,18,7,40,338,3.6,4.9,1.44,12.12,7.06,257,1023.0,13.9,14.6,9.3,99,99
2500,2020,1,18,8,40,341,3.5,4.6,1.31,11.43,7.3,267,1022.6,13.9,14.7,9.5,99,99
2506,2020,1,18,9,40,349,3.4,4.5,1.41,12.12,7.78,274,1022.3,14.0,14.7,9.4,99,99
2512,2020,1,18,10,40,335,2.4,3.3,1.28,9.09,7.22,269,1022.1,14.0,14.7,9.6,99,99
2518,2020,1,18,11,40,310,2.9,3.8,1.5,11.43,7.67,269,1021.8,14.0,14.8,10.3,99,99
2524,2020,1,18,12,40,332,3.3,4.4,1.5,12.12,7.86,272,1021.7,14.2,14.8,10.5,99,99
2530,2020,1,18,13,40,321,3.7,4.6,1.41,10.81,7.2,263,1022.1,14.2,14.8,10.8,99,99
2536,2020,1,18,14,40,319,3.3,4.3,1.49,12.12,7.58,266,1022.4,13.9,14.7,9.9,99,99
2542,2020,1,18,15,40,319,3.0,4.2,1.43,12.12,7.64,277,1022.8,14.2,14.7,9.2,99,99
2548,2020,1,18,16,40,351,3.0,3.7,1.4,12.12,7.45,259,1023.1,14.2,14.7,9.0,99,99
2554,2020,1,18,17,40,14,3.5,4.3,1.37,12.12,7.57,264,1023.1,14.4,14.7,10.7,99,99
2560,2020,1,18,18,40,344,3.2,3.9,1.28,12.12,7.73,264,1023.1,14.6,14.8,11.2,99,99
2566,2020,1,18,19,40,331,3.5,4.2,1.27,12.12,7.82,264,1022.4,14.6,14.9,10.9,99,99
2572,2020,1,18,20,40,301,4.9,5.9,1.11,10.81,7.37,266,1021.2,14.7,15.0,11.9,99,99
2578,2020,1,18,21,40,299,4.8,5.8,1.16,10.0,7.23,266,1020.5,14.6,15.0,11.3,99,99
2584,2020,1,18,22,40,306,5.2,6.2,1.05,10.81,6.77,271,1020.5,15.0,15.0,11.2,99,99
2590,2020,1,18,23,40,331,4.8,5.9,1.13,10.81,6.95,280,1020.1,15.0,15.0,10.6,99,99
2596,2020,1,19,0,40,324,3.1,3.9,1.19,11.43,7.05,278,1020.4,15.0,14.9,10.8,99,99
2602,2020,1,19,1,40,318,1.3,2.1,1.16,10.81,6.84,274,1020.4,14.8,14.9,11.2,99,99
2608,2020,1,19,2,40,350,1.0,1.8,1.13,10.81,6.7,268,1020.2,14.7,14.9,11.7,99,99
2614,2020,1,19,3,40,277,0.9,1.5,1.04,11.43,6.7,257,1020.3,14.5,14.9,12.2,99,99
2620,2020,1,19,4,40,251,2.8,3.8,1.12,11.43,6.96,264,1020.6,14.4,14.8,11.9,99,99
2626,2020,1,19,5,40,262,3.0,3.9,0.96,10.81,6.55,265,1021.2,14.4,14.7,12.2,99,99
2632,2020,1,19,6,40,304,3.3,4.1,1.0,11.43,6.84,259,1021.1,14.5,14.7,12.0,99,99
2638,2020,1,19,7,40,309,1.3,1.9,0.92,11.43,6.91,253,1020.9,14.5,14.7,12.1,99,99
2644,2020,1,19,8,40,351,1.6,2.3,0.83,11.43,6.44,262,1020.0,14.3,14.8,12.0,99,99
2650,2020,1,19,9,40,39,1.5,2.2,0.89,11.43,6.91,272,1019.7,14.6,14.8,12.5,99,99
2656,2020,1,19,10,40,6,1.2,1.5,0.94,11.43,7.19,269,1019.2,14.5,14.8,13.1,99,99
2662,2020,1,19,11,40,294,0.7,1.1,0.9,10.81,7.18,266,1018.8,14.4,14.8,13.3,99,99
2668,2020,1,19,12,40,310,1.0,1.5,0.99,10.81,7.56,269,1018.1,14.3,14.8,13.3,99,99
2674,2020,1,19,13,40,344,0.6,1.2,1.0,10.81,7.56,285,1018.2,14.2,14.8,13.3,99,99
2680,2020,1,19,14,40,14,1.5,2.0,0.88,10.81,7.1,260,1018.5,14.3,14.8,13.4,99,99
2686,2020,1,19,15,40,8,3.0,3.7,0.87,11.43,7.0,278,1018.4,14.4,14.8,13.5,99,99
2692,2020,1,19,16,40,37,2.1,3.2,0.85,10.81,6.86,265,1019.0,14.7,14.8,13.1,99,99
2698,2020,1,19,17,40,89,2.4,3.3,0.88,10.81,7.17,268,1019.8,15.3,14.9,13.3,99,99
2704,2020,1,19,18,40,177,1.5,2.2,0.85,12.12,6.68,222,1020.2,15.4,14.9,13.7,99,99
2710,2020,1,19,19,40,206,2.0,2.8,0.86,19.05,7.18,276,1019.2,15.3,15.0,13.6,99,99
2716,2020,1,19,20,40,244,2.6,3.2,0.93,17.39,8.32,280,1018.5,14.8,15.4,13.1,99,99
2722,2020,1,19,21,40,247,3.3,4.3,0.91,17.39,8.49,260,1018.0,14.6,15.5,13.1,99,99
2728,2020,1,19,22,40,253,2.7,3.4,1.01,17.39,9.46,259,1017.5,14.7,15.5,12.8,99,99
2734,2020,1,19,23,40,247,1.2,1.9,1.27,17.39,11.06,280,1017.3,14.7,15.5,12.1,99,99
2740,2020,1,20,0,40,285,1.4,1.9,1.47,17.39,12.12,270,1017.3,14.7,15.5,11.8,99,99
2746,2020,1,20,1,40,44,1.5,3.4,1.34,16.0,11.74,268,1017.3,14.6,15.4,11.8,99,99
2752,2020,1,20,2,40,134,1.6,2.2,1.62,16.0,12.38,271,1018.0,14.8,15.4,12.4,99,99
2758,2020,1,20,3,40,165,2.5,3.1,1.29,16.0,11.12,271,1018.1,14.7,15.4,12.2,99,99
2764,2020,1,20,4,40,190,2.1,2.6,1.57,16.0,12.37,269,1018.2,14.8,15.4,12.1,99,99
2770,2020,1,20,5,40,211,2.1,3.2,1.47,14.81,11.78,266,1018.4,14.8,15.3,12.2,99,99
2776,2020,1,20,6,40,204,1.7,2.8,1.13,14.81,10.79,267,1018.1,14.5,15.3,12.3,99,99
2782,2020,1,20,7,40,224,2.4,3.4,1.57,16.0,12.44,270,1018.0,14.6,15.3,12.2,99,99
2788,2020,1,20,8,40,254,3.0,4.0,1.49,14.81,11.96,260,1017.9,14.4,15.4,12.2,99,99
2794,2020,1,20,9,40,241,2.3,3.3,1.38,13.79,11.84,269,1017.7,14.3,15.4,12.4,99,99
2800,2020,1,20,10,40,208,1.3,2.0,1.43,13.79,12.04,269,1017.7,14.3,15.3,12.0,99,99
2806,2020,1,20,11,40,144,1.7,3.2,1.46,16.0,11.76,271,1016.4,14.4,15.3,11.6,99,99
2812,2020,1,20,12,40,234,1.4,2.0,1.61,14.81,12.43,271,1016.8,14.6,15.3,11.2,99,99
2818,2020,1,20,13,40,258,4.8,5.6,1.39,14.81,11.6,270,1017.8,14.3,15.3,11.9,99,99
2824,2020,1,20,14,40,251,4.2,5.5,1.65,12.9,11.26,269,1018.1,14.5,15.3,11.7,99,99
2830,2020,1,20,15,40,253,5.7,7.0,1.59,14.81,10.08,269,1019.4,14.4,15.3,11.8,99,99
2836,2020,1,20,16,40,265,2.8,3.6,1.51,12.9,9.47,265,1019.4,14.4,15.3,11.4,99,99
2842,2020,1,20,17,40,252,2.5,4.0,1.51,13.79,9.88,265,1020.3,14.4,15.3,11.4,99,99
